"site","date","Freq","type","visits"
"petit-paulmy",2023-11-21,1,"specific",62
"pt",2023-11-21,1,"generic",262
"roc-de-marcamps1",2023-11-21,1,"specific",48
"roc-de-marcamps2",2023-11-21,1,"specific",48
"roche-a-pierrot",2023-11-21,2,"specific",60
"shuidonggou2",2023-11-21,1,"specific",217
"tute-du-pelerin",2023-11-21,1,"specific",111
"altenerding",2023-11-22,1,"specific",348
"bilzingsleben",2023-11-22,2,"specific",111
"camiac",2023-11-22,2,"specific",34
"cassenade",2023-11-22,1,"specific",100
"champ-parel3",2023-11-22,1,"specific",72
"chauzeys",2023-11-22,1,"specific",232
"de",2023-11-22,1,"generic",163
"en",2023-11-22,6,"generic",1317
"fr",2023-11-22,3,"generic",646
"grotte16",2023-11-22,1,"specific",154
"portal",2023-11-22,8,"portal",2248
"le-flageolet",2023-11-22,1,"specific",54
"pirro-nord13",2023-11-22,1,"specific",49
"poeymau",2023-11-22,1,"specific",192
"ro",2023-11-22,1,"generic",96
"roche-a-pierrot",2023-11-22,2,"specific",62
"shuidonggou2",2023-11-22,1,"specific",218
"tai",2023-11-22,1,"specific",379
"altenerding",2023-11-23,1,"specific",349
"anse-a-henry",2023-11-23,1,"specific",88
"anyskop",2023-11-23,1,"specific",19
"barmose",2023-11-23,1,"specific",43
"chez-thuilet",2023-11-23,1,"specific",57
"de",2023-11-23,3,"generic",166
"en",2023-11-23,9,"generic",1326
"es",2023-11-23,3,"generic",102
"fr",2023-11-23,4,"generic",650
"grotte16",2023-11-23,1,"specific",155
"portal",2023-11-23,12,"portal",2260
"it",2023-11-23,1,"generic",306
"les-jambes",2023-11-23,2,"specific",74
"poeymau",2023-11-23,1,"specific",193
"pt",2023-11-23,2,"generic",264
"ro",2023-11-23,2,"generic",98
"shuidonggou2",2023-11-23,2,"specific",220
"tai",2023-11-23,3,"specific",382
"tute-du-pelerin",2023-11-23,1,"specific",112
"altenerding",2023-11-24,1,"specific",350
"amalda",2023-11-24,1,"specific",159
"anse-a-henry",2023-11-24,3,"specific",91
"anyskop",2023-11-24,1,"specific",20
"bastos",2023-11-24,1,"specific",89
"camiac",2023-11-24,2,"specific",36
"chauzeys",2023-11-24,1,"specific",233
"de",2023-11-24,4,"generic",170
"en",2023-11-24,12,"generic",1338
"es",2023-11-24,2,"generic",104
"fr",2023-11-24,4,"generic",654
"grande-rivoire",2023-11-24,1,"specific",76
"grotte16",2023-11-24,3,"specific",158
"portal",2023-11-24,12,"portal",2272
"it",2023-11-24,4,"generic",310
"le-flageolet",2023-11-24,1,"specific",55
"mask",2023-11-24,2,"specific",78
"petit-paulmy",2023-11-24,1,"specific",63
"poeymau",2023-11-24,4,"specific",197
"pt",2023-11-24,3,"generic",267
"ro",2023-11-24,3,"generic",101
"shuidonggou2",2023-11-24,3,"specific",223
"tai",2023-11-24,2,"specific",384
"tute-du-pelerin",2023-11-24,2,"specific",114
"altenerding",2023-11-25,1,"specific",351
"barmose",2023-11-25,1,"specific",44
"chauzeys",2023-11-25,1,"specific",234
"de",2023-11-25,4,"generic",174
"en",2023-11-25,10,"generic",1348
"es",2023-11-25,4,"generic",108
"fr",2023-11-25,4,"generic",658
"grande-rivoire",2023-11-25,1,"specific",77
"grotte16",2023-11-25,3,"specific",161
"portal",2023-11-25,10,"portal",2282
"it",2023-11-25,4,"generic",314
"poeymau",2023-11-25,3,"specific",200
"pt",2023-11-25,5,"generic",272
"ro",2023-11-25,4,"generic",105
"shuidonggou2",2023-11-25,5,"specific",228
"tai",2023-11-25,3,"specific",387
"altenerding",2023-11-26,3,"specific",354
"amalda",2023-11-26,1,"specific",160
"anse-a-henry",2023-11-26,1,"specific",92
"anyskop",2023-11-26,1,"specific",21
"barger-gulch",2023-11-26,2,"specific",147
"barmose",2023-11-26,1,"specific",45
"bastos",2023-11-26,1,"specific",90
"bilzingsleben",2023-11-26,1,"specific",112
"bout-des-vergnes",2023-11-26,1,"specific",38
"camiac",2023-11-26,1,"specific",37
"cassenade",2023-11-26,2,"specific",102
"champ-parel3",2023-11-26,1,"specific",73
"chauzeys",2023-11-26,1,"specific",235
"chez-thuilet",2023-11-26,1,"specific",58
"combe-cullier",2023-11-26,1,"specific",59
"combe-greze",2023-11-26,1,"specific",54
"de",2023-11-26,4,"generic",178
"en",2023-11-26,8,"generic",1356
"erb-tanks",2023-11-26,1,"specific",72
"es",2023-11-26,4,"generic",112
"fontechevade",2023-11-26,1,"specific",32
"fr",2023-11-26,5,"generic",663
"grande-rivoire",2023-11-26,1,"specific",78
"grotte16",2023-11-26,5,"specific",166
"portal",2023-11-26,9,"portal",2291
"it",2023-11-26,5,"generic",319
"kieler1",2023-11-26,3,"specific",77
"le-flageolet",2023-11-26,1,"specific",56
"les-jambes",2023-11-26,1,"specific",75
"madjedbebe",2023-11-26,1,"specific",39
"marathousa1a",2023-11-26,1,"specific",39
"marathousa1b",2023-11-26,1,"specific",42
"mas-vignoles-x",2023-11-26,1,"specific",60
"mask",2023-11-26,1,"specific",79
"mnk-skull-t3",2023-11-26,2,"specific",31
"moulin-neuf",2023-11-26,1,"specific",40
"petit-paulmy",2023-11-26,1,"specific",64
"pirro-nord13",2023-11-26,1,"specific",50
"poeymau",2023-11-26,5,"specific",205
"pt",2023-11-26,3,"generic",275
"ro",2023-11-26,5,"generic",110
"roc-de-marcamps1",2023-11-26,1,"specific",49
"roc-de-marcamps2",2023-11-26,1,"specific",49
"roche-a-pierrot",2023-11-26,1,"specific",63
"roquemissou",2023-11-26,1,"specific",58
"shuidonggou2",2023-11-26,4,"specific",232
"tai",2023-11-26,4,"specific",391
"teseticeX08",2023-11-26,1,"specific",71
"tute-du-pelerin",2023-11-26,2,"specific",116
"altenerding",2023-11-27,2,"specific",356
"amalda",2023-11-27,1,"specific",161
"barger-gulch",2023-11-27,1,"specific",148
"barmose",2023-11-27,2,"specific",47
"camiac",2023-11-27,1,"specific",38
"de",2023-11-27,3,"generic",181
"en",2023-11-27,4,"generic",1360
"es",2023-11-27,4,"generic",116
"fr",2023-11-27,5,"generic",668
"grotte16",2023-11-27,2,"specific",168
"portal",2023-11-27,13,"portal",2304
"it",2023-11-27,3,"generic",322
"le-flageolet",2023-11-27,1,"specific",57
"pirro-nord13",2023-11-27,1,"specific",51
"poeymau",2023-11-27,2,"specific",207
"pt",2023-11-27,3,"generic",278
"ro",2023-11-27,2,"generic",112
"shuidonggou2",2023-11-27,5,"specific",237
"tai",2023-11-27,2,"specific",393
"teseticeX08",2023-11-27,1,"specific",72
"tute-du-pelerin",2023-11-27,5,"specific",121
"altenerding",2023-11-28,2,"specific",358
"amalda",2023-11-28,2,"specific",163
"anyskop",2023-11-28,2,"specific",23
"bastos",2023-11-28,1,"specific",91
"cassenade",2023-11-28,3,"specific",105
"champ-parel3",2023-11-28,1,"specific",74
"de",2023-11-28,3,"generic",184
"en",2023-11-28,6,"generic",1366
"es",2023-11-28,2,"generic",118
"fr",2023-11-28,5,"generic",673
"grande-rivoire",2023-11-28,2,"specific",80
"grotte16",2023-11-28,5,"specific",173
"portal",2023-11-28,13,"portal",2317
"it",2023-11-28,2,"generic",324
"le-flageolet",2023-11-28,1,"specific",58
"mnk-skull-t3",2023-11-28,1,"specific",32
"petit-paulmy",2023-11-28,1,"specific",65
"pirro-nord13",2023-11-28,1,"specific",52
"poeymau",2023-11-28,6,"specific",213
"pt",2023-11-28,2,"generic",280
"ro",2023-11-28,3,"generic",115
"roc-de-marcamps2",2023-11-28,1,"specific",50
"shuidonggou2",2023-11-28,3,"specific",240
"tai",2023-11-28,4,"specific",397
"tute-du-pelerin",2023-11-28,1,"specific",122
"altenerding",2023-11-29,5,"specific",363
"barger-gulch",2023-11-29,1,"specific",149
"bilzingsleben",2023-11-29,1,"specific",113
"chauzeys",2023-11-29,2,"specific",237
"de",2023-11-29,3,"generic",187
"en",2023-11-29,5,"generic",1371
"erb-tanks",2023-11-29,2,"specific",74
"es",2023-11-29,4,"generic",122
"fr",2023-11-29,2,"generic",675
"grotte16",2023-11-29,2,"specific",175
"portal",2023-11-29,9,"portal",2326
"it",2023-11-29,2,"generic",326
"poeymau",2023-11-29,2,"specific",215
"pt",2023-11-29,4,"generic",284
"ro",2023-11-29,2,"generic",117
"roquemissou",2023-11-29,1,"specific",59
"shuidonggou2",2023-11-29,3,"specific",243
"tai",2023-11-29,4,"specific",401
"tute-du-pelerin",2023-11-29,1,"specific",123
"altenerding",2023-11-30,3,"specific",366
"amalda",2023-11-30,2,"specific",165
"anse-a-henry",2023-11-30,1,"specific",93
"bastos",2023-11-30,2,"specific",93
"bout-des-vergnes",2023-11-30,1,"specific",39
"camiac",2023-11-30,1,"specific",39
"cassenade",2023-11-30,1,"specific",106
"chauzeys",2023-11-30,3,"specific",240
"chez-thuilet",2023-11-30,1,"specific",59
"combe-cullier",2023-11-30,1,"specific",60
"combe-greze",2023-11-30,1,"specific",55
"de",2023-11-30,2,"generic",189
"en",2023-11-30,5,"generic",1376
"es",2023-11-30,2,"generic",124
"fontechevade",2023-11-30,1,"specific",33
"fr",2023-11-30,8,"generic",683
"grande-rivoire",2023-11-30,1,"specific",81
"grotte16",2023-11-30,3,"specific",178
"portal",2023-11-30,7,"portal",2333
"it",2023-11-30,2,"generic",328
"le-flageolet",2023-11-30,1,"specific",59
"les-jambes",2023-11-30,2,"specific",77
"marathousa1a",2023-11-30,2,"specific",41
"petit-paulmy",2023-11-30,3,"specific",68
"poeymau",2023-11-30,4,"specific",219
"pt",2023-11-30,3,"generic",287
"ro",2023-11-30,4,"generic",121
"roc-de-marcamps1",2023-11-30,1,"specific",50
"roc-de-marcamps2",2023-11-30,1,"specific",51
"roquemissou",2023-11-30,1,"specific",60
"shuidonggou2",2023-11-30,2,"specific",245
"tai",2023-11-30,2,"specific",403
"tute-du-pelerin",2023-11-30,4,"specific",127
"altenerding",2023-12-01,2,"specific",368
"barger-gulch",2023-12-01,1,"specific",150
"barmose",2023-12-01,1,"specific",48
"bastos",2023-12-01,1,"specific",94
"chauzeys",2023-12-01,3,"specific",243
"de",2023-12-01,1,"generic",190
"en",2023-12-01,1,"generic",1377
"es",2023-12-01,1,"generic",125
"fr",2023-12-01,4,"generic",687
"portal",2023-12-01,9,"portal",2342
"pirro-nord13",2023-12-01,1,"specific",53
"poeymau",2023-12-01,1,"specific",220
"pt",2023-12-01,1,"generic",288
"ro",2023-12-01,1,"generic",122
"shuidonggou2",2023-12-01,1,"specific",246
"tai",2023-12-01,4,"specific",407
"altenerding",2023-12-02,2,"specific",370
"amalda",2023-12-02,1,"specific",166
"barger-gulch",2023-12-02,1,"specific",151
"chauzeys",2023-12-02,3,"specific",246
"de",2023-12-02,2,"generic",192
"en",2023-12-02,4,"generic",1381
"fr",2023-12-02,2,"generic",689
"grotte16",2023-12-02,1,"specific",179
"portal",2023-12-02,21,"portal",2363
"les-jambes",2023-12-02,1,"specific",78
"poeymau",2023-12-02,2,"specific",222
"pt",2023-12-02,1,"generic",289
"ro",2023-12-02,1,"generic",123
"roc-de-marcamps2",2023-12-02,1,"specific",52
"tai",2023-12-02,2,"specific",409
"altenerding",2023-12-03,3,"specific",373
"anyskop",2023-12-03,2,"specific",25
"barger-gulch",2023-12-03,1,"specific",152
"barmose",2023-12-03,1,"specific",49
"camiac",2023-12-03,1,"specific",40
"chauzeys",2023-12-03,8,"specific",254
"de",2023-12-03,2,"generic",194
"en",2023-12-03,5,"generic",1386
"es",2023-12-03,3,"generic",128
"fontechevade",2023-12-03,1,"specific",34
"fr",2023-12-03,3,"generic",692
"grande-rivoire",2023-12-03,1,"specific",82
"grotte16",2023-12-03,1,"specific",180
"portal",2023-12-03,17,"portal",2380
"it",2023-12-03,4,"generic",332
"kieler1",2023-12-03,2,"specific",79
"les-jambes",2023-12-03,1,"specific",79
"pirro-nord13",2023-12-03,1,"specific",54
"pt",2023-12-03,3,"generic",292
"ro",2023-12-03,2,"generic",125
"roche-a-pierrot",2023-12-03,1,"specific",64
"roquemissou",2023-12-03,1,"specific",61
"shuidonggou2",2023-12-03,1,"specific",247
"tute-du-pelerin",2023-12-03,2,"specific",129
"altenerding",2023-12-04,4,"specific",377
"barger-gulch",2023-12-04,1,"specific",153
"bilzingsleben",2023-12-04,1,"specific",114
"camiac",2023-12-04,1,"specific",41
"cassenade",2023-12-04,2,"specific",108
"chauzeys",2023-12-04,6,"specific",260
"de",2023-12-04,3,"generic",197
"en",2023-12-04,5,"generic",1391
"es",2023-12-04,3,"generic",131
"fr",2023-12-04,8,"generic",700
"grotte16",2023-12-04,3,"specific",183
"portal",2023-12-04,17,"portal",2397
"it",2023-12-04,3,"generic",335
"le-flageolet",2023-12-04,1,"specific",60
"marathousa1b",2023-12-04,1,"specific",43
"moulin-neuf",2023-12-04,1,"specific",41
"petit-paulmy",2023-12-04,1,"specific",69
"pirro-nord13",2023-12-04,2,"specific",56
"poeymau",2023-12-04,4,"specific",226
"pt",2023-12-04,4,"generic",296
"ro",2023-12-04,3,"generic",128
"roquemissou",2023-12-04,1,"specific",62
"shuidonggou2",2023-12-04,4,"specific",251
"tai",2023-12-04,5,"specific",414
"tute-du-pelerin",2023-12-04,5,"specific",134
"amalda",2023-12-05,1,"specific",167
"anyskop",2023-12-05,7,"specific",32
"barmose",2023-12-05,1,"specific",50
"bilzingsleben",2023-12-05,2,"specific",116
"champ-parel3",2023-12-05,1,"specific",75
"chauzeys",2023-12-05,2,"specific",262
"chez-thuilet",2023-12-05,1,"specific",60
"combe-cullier",2023-12-05,1,"specific",61
"de",2023-12-05,4,"generic",201
"en",2023-12-05,5,"generic",1396
"es",2023-12-05,2,"generic",133
"fr",2023-12-05,6,"generic",706
"grotte16",2023-12-05,3,"specific",186
"portal",2023-12-05,18,"portal",2415
"it",2023-12-05,1,"generic",336
"le-flageolet",2023-12-05,1,"specific",61
"les-jambes",2023-12-05,1,"specific",80
"marathousa1b",2023-12-05,1,"specific",44
"poeymau",2023-12-05,3,"specific",229
"pt",2023-12-05,2,"generic",298
"ro",2023-12-05,2,"generic",130
"roc-de-marcamps1",2023-12-05,1,"specific",51
"roc-de-marcamps2",2023-12-05,1,"specific",53
"roquemissou",2023-12-05,1,"specific",63
"tai",2023-12-05,3,"specific",417
"tute-du-pelerin",2023-12-05,1,"specific",135
"altenerding",2023-12-06,4,"specific",381
"amalda",2023-12-06,1,"specific",168
"anse-a-henry",2023-12-06,1,"specific",94
"bastos",2023-12-06,2,"specific",96
"cassenade",2023-12-06,1,"specific",109
"chauzeys",2023-12-06,4,"specific",266
"combe-greze",2023-12-06,1,"specific",56
"de",2023-12-06,2,"generic",203
"en",2023-12-06,2,"generic",1398
"erb-tanks",2023-12-06,1,"specific",75
"es",2023-12-06,1,"generic",134
"fr",2023-12-06,3,"generic",709
"grande-rivoire",2023-12-06,2,"specific",84
"portal",2023-12-06,17,"portal",2432
"le-flageolet",2023-12-06,1,"specific",62
"mas-vignoles-x",2023-12-06,2,"specific",62
"pirro-nord13",2023-12-06,2,"specific",58
"poeymau",2023-12-06,6,"specific",235
"pt",2023-12-06,1,"generic",299
"ro",2023-12-06,1,"generic",131
"shuidonggou2",2023-12-06,1,"specific",252
"tai",2023-12-06,4,"specific",421
"teseticeX08",2023-12-06,1,"specific",73
"tute-du-pelerin",2023-12-06,1,"specific",136
"altenerding",2023-12-07,3,"specific",384
"camiac",2023-12-07,1,"specific",42
"chauzeys",2023-12-07,5,"specific",271
"en",2023-12-07,6,"generic",1404
"fontechevade",2023-12-07,1,"specific",35
"fr",2023-12-07,2,"generic",711
"grande-rivoire",2023-12-07,1,"specific",85
"grotte16",2023-12-07,1,"specific",187
"portal",2023-12-07,12,"portal",2444
"it",2023-12-07,1,"generic",337
"kieler1",2023-12-07,1,"specific",80
"poeymau",2023-12-07,4,"specific",239
"ro",2023-12-07,1,"generic",132
"roquemissou",2023-12-07,1,"specific",64
"shuidonggou2",2023-12-07,1,"specific",253
"tai",2023-12-07,2,"specific",423
"tute-du-pelerin",2023-12-07,3,"specific",139
"altenerding",2023-12-08,3,"specific",387
"barger-gulch",2023-12-08,1,"specific",154
"cassenade",2023-12-08,1,"specific",110
"champ-parel3",2023-12-08,1,"specific",76
"chauzeys",2023-12-08,2,"specific",273
"combe-cullier",2023-12-08,1,"specific",62
"de",2023-12-08,3,"generic",206
"en",2023-12-08,9,"generic",1413
"es",2023-12-08,2,"generic",136
"fr",2023-12-08,4,"generic",715
"grotte16",2023-12-08,1,"specific",188
"portal",2023-12-08,12,"portal",2456
"it",2023-12-08,3,"generic",340
"marathousa1b",2023-12-08,1,"specific",45
"mnk-skull-t3",2023-12-08,2,"specific",34
"poeymau",2023-12-08,3,"specific",242
"pt",2023-12-08,3,"generic",302
"ro",2023-12-08,2,"generic",134
"roquemissou",2023-12-08,1,"specific",65
"shuidonggou2",2023-12-08,3,"specific",256
"tai",2023-12-08,2,"specific",425
"tute-du-pelerin",2023-12-08,1,"specific",140
"altenerding",2023-12-09,2,"specific",389
"amalda",2023-12-09,2,"specific",170
"anse-a-henry",2023-12-09,2,"specific",96
"anyskop",2023-12-09,1,"specific",33
"barger-gulch",2023-12-09,1,"specific",155
"bastos",2023-12-09,1,"specific",97
"bilzingsleben",2023-12-09,1,"specific",117
"bout-des-vergnes",2023-12-09,1,"specific",40
"camiac",2023-12-09,1,"specific",43
"cassenade",2023-12-09,2,"specific",112
"champ-parel3",2023-12-09,2,"specific",78
"chauzeys",2023-12-09,3,"specific",276
"chez-thuilet",2023-12-09,1,"specific",61
"combe-cullier",2023-12-09,1,"specific",63
"combe-greze",2023-12-09,1,"specific",57
"de",2023-12-09,5,"generic",211
"en",2023-12-09,7,"generic",1420
"erb-tanks",2023-12-09,2,"specific",77
"es",2023-12-09,2,"generic",138
"fontechevade",2023-12-09,1,"specific",36
"fr",2023-12-09,3,"generic",718
"grande-rivoire",2023-12-09,5,"specific",90
"grotte16",2023-12-09,3,"specific",191
"portal",2023-12-09,7,"portal",2463
"it",2023-12-09,2,"generic",342
"kieler1",2023-12-09,2,"specific",82
"le-flageolet",2023-12-09,2,"specific",64
"les-jambes",2023-12-09,1,"specific",81
"madjedbebe",2023-12-09,1,"specific",40
"marathousa1a",2023-12-09,1,"specific",42
"marathousa1b",2023-12-09,2,"specific",47
"mas-vignoles-x",2023-12-09,1,"specific",63
"mask",2023-12-09,1,"specific",80
"mnk-skull-t3",2023-12-09,1,"specific",35
"moulin-neuf",2023-12-09,2,"specific",43
"petit-paulmy",2023-12-09,1,"specific",70
"pirro-nord13",2023-12-09,2,"specific",60
"poeymau",2023-12-09,3,"specific",245
"pt",2023-12-09,1,"generic",303
"ro",2023-12-09,2,"generic",136
"roc-de-marcamps1",2023-12-09,1,"specific",52
"roc-de-marcamps2",2023-12-09,2,"specific",55
"roche-a-pierrot",2023-12-09,1,"specific",65
"roquemissou",2023-12-09,2,"specific",67
"shuidonggou2",2023-12-09,3,"specific",259
"tai",2023-12-09,3,"specific",428
"teseticeX08",2023-12-09,2,"specific",75
"tute-du-pelerin",2023-12-09,3,"specific",143
"altenerding",2023-12-10,3,"specific",392
"anyskop",2023-12-10,1,"specific",34
"barger-gulch",2023-12-10,1,"specific",156
"chauzeys",2023-12-10,4,"specific",280
"en",2023-12-10,3,"generic",1423
"es",2023-12-10,1,"generic",139
"fr",2023-12-10,3,"generic",721
"grotte16",2023-12-10,1,"specific",192
"portal",2023-12-10,7,"portal",2470
"it",2023-12-10,1,"generic",343
"le-flageolet",2023-12-10,1,"specific",65
"poeymau",2023-12-10,1,"specific",246
"pt",2023-12-10,1,"generic",304
"shuidonggou2",2023-12-10,1,"specific",260
"altenerding",2023-12-11,3,"specific",395
"anyskop",2023-12-11,1,"specific",35
"bilzingsleben",2023-12-11,2,"specific",119
"champ-parel3",2023-12-11,1,"specific",79
"chauzeys",2023-12-11,3,"specific",283
"de",2023-12-11,1,"generic",212
"en",2023-12-11,3,"generic",1426
"fr",2023-12-11,2,"generic",723
"grande-rivoire",2023-12-11,1,"specific",91
"portal",2023-12-11,13,"portal",2483
"kieler1",2023-12-11,1,"specific",83
"les-jambes",2023-12-11,1,"specific",82
"mnk-skull-t3",2023-12-11,1,"specific",36
"poeymau",2023-12-11,4,"specific",250
"ro",2023-12-11,1,"generic",137
"roquemissou",2023-12-11,2,"specific",69
"shuidonggou2",2023-12-11,1,"specific",261
"tai",2023-12-11,2,"specific",430
"altenerding",2023-12-12,4,"specific",399
"amalda",2023-12-12,1,"specific",171
"anse-a-henry",2023-12-12,2,"specific",98
"anyskop",2023-12-12,2,"specific",37
"barmose",2023-12-12,1,"specific",51
"bilzingsleben",2023-12-12,1,"specific",120
"chauzeys",2023-12-12,3,"specific",286
"chez-thuilet",2023-12-12,1,"specific",62
"combe-cullier",2023-12-12,1,"specific",64
"combe-greze",2023-12-12,1,"specific",58
"de",2023-12-12,1,"generic",213
"en",2023-12-12,8,"generic",1434
"es",2023-12-12,3,"generic",142
"fr",2023-12-12,4,"generic",727
"grande-rivoire",2023-12-12,1,"specific",92
"grotte16",2023-12-12,4,"specific",196
"portal",2023-12-12,12,"portal",2495
"it",2023-12-12,4,"generic",347
"kieler1",2023-12-12,1,"specific",84
"les-jambes",2023-12-12,2,"specific",84
"madjedbebe",2023-12-12,1,"specific",41
"marathousa1b",2023-12-12,3,"specific",50
"mas-vignoles-x",2023-12-12,2,"specific",65
"mask",2023-12-12,1,"specific",81
"mnk-skull-t3",2023-12-12,1,"specific",37
"moulin-neuf",2023-12-12,1,"specific",44
"pirro-nord13",2023-12-12,1,"specific",61
"poeymau",2023-12-12,3,"specific",253
"pt",2023-12-12,3,"generic",307
"ro",2023-12-12,2,"generic",139
"roc-de-marcamps1",2023-12-12,2,"specific",54
"roc-de-marcamps2",2023-12-12,1,"specific",56
"roche-a-pierrot",2023-12-12,1,"specific",66
"shuidonggou2",2023-12-12,2,"specific",263
"tai",2023-12-12,5,"specific",435
"teseticeX08",2023-12-12,1,"specific",76
"tute-du-pelerin",2023-12-12,1,"specific",144
"altenerding",2023-12-13,3,"specific",402
"amalda",2023-12-13,2,"specific",173
"anse-a-henry",2023-12-13,2,"specific",100
"anyskop",2023-12-13,5,"specific",42
"barger-gulch",2023-12-13,2,"specific",158
"bastos",2023-12-13,2,"specific",99
"bilzingsleben",2023-12-13,3,"specific",123
"bout-des-vergnes",2023-12-13,2,"specific",42
"camiac",2023-12-13,3,"specific",46
"cassenade",2023-12-13,2,"specific",114
"champ-parel3",2023-12-13,2,"specific",81
"chauzeys",2023-12-13,4,"specific",290
"chez-thuilet",2023-12-13,2,"specific",64
"combe-cullier",2023-12-13,2,"specific",66
"combe-greze",2023-12-13,2,"specific",60
"de",2023-12-13,3,"generic",216
"en",2023-12-13,5,"generic",1439
"erb-tanks",2023-12-13,2,"specific",79
"es",2023-12-13,2,"generic",144
"fontechevade",2023-12-13,2,"specific",38
"fr",2023-12-13,8,"generic",735
"grande-rivoire",2023-12-13,3,"specific",95
"grotte16",2023-12-13,2,"specific",198
"portal",2023-12-13,15,"portal",2510
"it",2023-12-13,1,"generic",348
"kieler1",2023-12-13,3,"specific",87
"le-flageolet",2023-12-13,2,"specific",67
"les-jambes",2023-12-13,2,"specific",86
"madjedbebe",2023-12-13,2,"specific",43
"marathousa1a",2023-12-13,2,"specific",44
"marathousa1b",2023-12-13,2,"specific",52
"mas-vignoles-x",2023-12-13,2,"specific",67
"mask",2023-12-13,2,"specific",83
"mnk-skull-t3",2023-12-13,3,"specific",40
"moulin-neuf",2023-12-13,2,"specific",46
"petit-paulmy",2023-12-13,2,"specific",72
"pirro-nord13",2023-12-13,2,"specific",63
"poeymau",2023-12-13,1,"specific",254
"pt",2023-12-13,2,"generic",309
"ro",2023-12-13,2,"generic",141
"roc-de-marcamps1",2023-12-13,2,"specific",56
"roc-de-marcamps2",2023-12-13,2,"specific",58
"roche-a-pierrot",2023-12-13,2,"specific",68
"roquemissou",2023-12-13,2,"specific",71
"shuidonggou2",2023-12-13,2,"specific",265
"tai",2023-12-13,3,"specific",438
"teseticeX08",2023-12-13,2,"specific",78
"tute-du-pelerin",2023-12-13,2,"specific",146
"altenerding",2023-12-14,2,"specific",404
"amalda",2023-12-14,1,"specific",174
"anse-a-henry",2023-12-14,1,"specific",101
"anyskop",2023-12-14,1,"specific",43
"barger-gulch",2023-12-14,2,"specific",160
"barmose",2023-12-14,3,"specific",54
"camiac",2023-12-14,1,"specific",47
"cassenade",2023-12-14,1,"specific",115
"champ-parel3",2023-12-14,1,"specific",82
"chauzeys",2023-12-14,5,"specific",295
"de",2023-12-14,4,"generic",220
"en",2023-12-14,7,"generic",1446
"es",2023-12-14,3,"generic",147
"fr",2023-12-14,9,"generic",744
"grotte16",2023-12-14,2,"specific",200
"portal",2023-12-14,20,"portal",2530
"it",2023-12-14,5,"generic",353
"kieler1",2023-12-14,1,"specific",88
"les-jambes",2023-12-14,2,"specific",88
"mnk-skull-t3",2023-12-14,1,"specific",41
"poeymau",2023-12-14,3,"specific",257
"pt",2023-12-14,4,"generic",313
"ro",2023-12-14,2,"generic",143
"roquemissou",2023-12-14,1,"specific",72
"shuidonggou2",2023-12-14,3,"specific",268
"tai",2023-12-14,4,"specific",442
"altenerding",2023-12-15,1,"specific",405
"amalda",2023-12-15,1,"specific",175
"cassenade",2023-12-15,1,"specific",116
"chauzeys",2023-12-15,5,"specific",300
"de",2023-12-15,2,"generic",222
"en",2023-12-15,7,"generic",1453
"es",2023-12-15,2,"generic",149
"fr",2023-12-15,8,"generic",752
"grotte16",2023-12-15,3,"specific",203
"portal",2023-12-15,10,"portal",2540
"it",2023-12-15,2,"generic",355
"les-jambes",2023-12-15,1,"specific",89
"mas-vignoles-x",2023-12-15,1,"specific",68
"poeymau",2023-12-15,3,"specific",260
"pt",2023-12-15,3,"generic",316
"ro",2023-12-15,2,"generic",145
"shuidonggou2",2023-12-15,2,"specific",270
"tai",2023-12-15,4,"specific",446
"altenerding",2023-12-16,3,"specific",408
"anse-a-henry",2023-12-16,1,"specific",102
"barger-gulch",2023-12-16,1,"specific",161
"bastos",2023-12-16,1,"specific",100
"bilzingsleben",2023-12-16,1,"specific",124
"camiac",2023-12-16,1,"specific",48
"cassenade",2023-12-16,1,"specific",117
"chauzeys",2023-12-16,1,"specific",301
"de",2023-12-16,2,"generic",224
"en",2023-12-16,7,"generic",1460
"erb-tanks",2023-12-16,1,"specific",80
"es",2023-12-16,2,"generic",151
"fontechevade",2023-12-16,1,"specific",39
"fr",2023-12-16,6,"generic",758
"grande-rivoire",2023-12-16,1,"specific",96
"grotte16",2023-12-16,1,"specific",204
"portal",2023-12-16,9,"portal",2549
"it",2023-12-16,2,"generic",357
"le-flageolet",2023-12-16,1,"specific",68
"pirro-nord13",2023-12-16,1,"specific",64
"poeymau",2023-12-16,2,"specific",262
"pt",2023-12-16,3,"generic",319
"ro",2023-12-16,3,"generic",148
"shuidonggou2",2023-12-16,3,"specific",273
"tai",2023-12-16,2,"specific",448
"tute-du-pelerin",2023-12-16,2,"specific",148
"altenerding",2023-12-17,4,"specific",412
"amalda",2023-12-17,1,"specific",176
"anyskop",2023-12-17,1,"specific",44
"barger-gulch",2023-12-17,1,"specific",162
"bastos",2023-12-17,1,"specific",101
"bilzingsleben",2023-12-17,1,"specific",125
"bout-des-vergnes",2023-12-17,1,"specific",43
"camiac",2023-12-17,1,"specific",49
"cassenade",2023-12-17,1,"specific",118
"champ-parel3",2023-12-17,1,"specific",83
"chauzeys",2023-12-17,3,"specific",304
"chez-thuilet",2023-12-17,1,"specific",65
"combe-cullier",2023-12-17,1,"specific",67
"combe-greze",2023-12-17,1,"specific",61
"de",2023-12-17,2,"generic",226
"en",2023-12-17,4,"generic",1464
"erb-tanks",2023-12-17,1,"specific",81
